날짜,PM10_MIN,PM10_MAX,PM10_AVG
2012-05-08,43.0,83.0,62.1
2012-05-09,62.0,145.0,93.8
2012-05-10,4.0,87.0,55.1
2012-05-11,6.0,48.0,23.8
2012-05-12,12.0,68.0,39.7
2012-05-13,36.0,83.0,58.1
2012-05-14,18.0,77.0,44.0
2012-05-15,31.0,70.0,48.5
2012-05-16,27.0,91.0,60.2
2012-05-17,20.0,78.0,51.5
2012-05-18,19.0,78.0,47.3
2012-05-19,0.0,60.0,41.1
2012-05-20,22.0,65.0,43.0
2012-05-21,11.0,94.0,40.6
2012-05-22,19.0,57.0,36.8
2012-05-23,9.0,73.0,41.6
2012-05-24,0.0,99.0,49.3
2012-05-25,24.0,129.0,63.5
2012-05-26,20.0,119.0,72.8
2012-05-27,0.0,78.0,40.3
2012-05-28,0.0,106.0,48.5
2012-05-29,14.0,72.0,42.7
2012-05-30,19.0,67.0,41.8
2012-05-31,18.0,74.0,43.9
2012-06-01,8.0,95.0,49.6
2012-06-02,0.0,94.0,44.3
2012-06-03,0.0,94.0,41.9
2012-06-04,20.0,73.0,42.2
2012-06-05,0.0,81.0,30.7
2012-06-06,0.0,105.0,51.2
2012-06-07,44.0,134.0,91.1
2012-06-08,30.0,80.0,50.4
2012-06-09,29.0,99.0,49.9
2012-06-10,25.0,99.0,54.4
2012-06-11,7.0,48.0,27.9
2012-06-12,0.0,81.0,27.1
2012-06-13,0.0,64.0,24.5
2012-06-14,0.0,52.0,21.8
2012-06-15,7.0,51.0,21.4
2012-06-16,8.0,59.0,29.8
2012-06-17,19.0,85.0,40.0
2012-06-18,0.0,173.0,47.4
2012-06-19,0.0,145.0,41.5
2012-06-20,0.0,111.0,21.0
2012-06-21,23.0,72.0,50.2
2012-06-22,8.0,69.0,39.9
2012-06-23,13.0,52.0,29.5
2012-06-24,20.0,79.0,50.0
2012-06-25,2.0,41.0,22.7
2012-06-26,0.0,25.0,12.7
2012-06-27,0.0,20.0,9.7
2012-06-28,3.0,50.0,20.4
2012-06-29,13.0,78.0,36.7
2012-06-30,0.0,32.0,10.1
2012-07-01,14.0,138.0,47.4
2012-07-02,6.0,54.0,28.1
2012-07-03,0.0,39.0,20.5
2012-07-04,4.0,83.0,53.4
2012-07-05,4.0,71.0,27.9
2012-07-06,0.0,16.0,7.9
2012-07-07,0.0,34.0,20.1
2012-07-08,6.0,82.0,31.3
2012-07-09,10.0,66.0,37.4
2012-07-10,0.0,63.0,43.7
2012-07-11,1.0,52.0,21.4
2012-07-12,16.0,80.0,39.5
2012-07-13,14.0,73.0,47.9
2012-07-14,0.0,57.0,11.3
2012-07-15,0.0,26.0,6.0
2012-07-16,0.0,40.0,13.9
2012-07-17,3.0,45.0,24.9
2012-07-18,0.0,48.0,20.2
2012-07-19,0.0,28.0,13.0
2012-07-20,0.0,55.0,26.5
2012-07-21,23.0,65.0,45.5
2012-07-22,0.0,74.0,31.9
2012-07-23,0.0,35.0,16.5
2012-07-24,0.0,36.0,16.1
2012-07-25,0.0,45.0,19.0
2012-07-26,0.0,43.0,20.2
2012-07-27,0.0,63.0,29.7
2012-07-28,2.0,48.0,26.4
2012-07-29,0.0,34.0,14.2
2012-07-30,0.0,34.0,15.3
2012-07-31,0.0,52.0,17.3
2012-08-01,0.0,63.0,26.6
2012-08-02,0.0,42.0,14.3
2012-08-03,0.0,39.0,14.6
2012-08-04,0.0,50.0,18.8
2012-08-05,0.0,52.0,21.2
2012-08-06,0.0,59.0,22.3
2012-08-07,0.0,48.0,13.8
2012-08-08,0.0,73.0,27.0
2012-08-09,6.0,71.0,37.1
2012-08-10,5.0,55.0,29.7
2012-08-11,0.0,63.0,33.3
2012-08-12,0.0,78.0,24.4
2012-08-13,0.0,46.0,12.7
2012-08-14,0.0,67.0,20.2
2012-08-15,6.0,31.0,19.1
2012-08-16,0.0,59.0,28.1
2012-08-17,0.0,59.0,21.1
2012-08-18,0.0,46.0,19.5
2012-08-19,0.0,30.0,12.0
2012-08-20,0.0,24.0,8.7
2012-08-21,0.0,31.0,8.3
2012-08-22,0.0,47.0,22.8
2012-08-23,0.0,86.0,16.3
2012-08-24,0.0,36.0,11.1
2012-08-25,0.0,78.0,16.7
2012-08-26,0.0,69.0,23.3
2012-08-27,0.0,38.0,13.8
2012-08-28,0.0,40.0,12.1
2012-08-29,0.0,63.0,34.9
2012-08-30,0.0,74.0,28.7
2012-08-31,0.0,96.0,29.0
2012-09-01,0.0,92.0,48.0
2012-09-02,0.0,66.0,26.9
2012-09-03,27.0,73.0,48.0
2012-09-04,0.0,77.0,29.8
2012-09-05,0.0,58.0,16.4
2012-09-06,0.0,116.0,24.9
2012-09-07,0.0,76.0,28.3
2012-09-08,0.0,35.0,11.5
2012-09-09,0.0,59.0,19.2
2012-09-10,0.0,155.0,30.6
2012-09-11,0.0,51.0,14.1
2012-09-12,0.0,49.0,23.4
2012-09-13,0.0,45.0,24.9
2012-09-14,0.0,55.0,22.1
2012-09-15,0.0,47.0,20.7
2012-09-16,0.0,76.0,11.6
2012-09-17,0.0,29.0,4.8
2012-09-18,0.0,100.0,29.8
2012-09-19,10.0,51.0,30.6
2012-09-20,0.0,57.0,27.7
2012-09-21,3.0,65.0,42.9
2012-09-22,6.0,58.0,31.6
2012-09-23,0.0,61.0,27.0
2012-09-24,0.0,127.0,24.7
2012-09-25,7.0,53.0,28.6
2012-09-26,8.0,60.0,34.3
2012-09-27,0.0,72.0,26.2
2012-09-28,0.0,56.0,22.5
2012-09-29,0.0,50.0,16.8
2012-09-30,0.0,41.0,18.8
2012-10-01,0.0,43.0,20.1
2012-10-02,0.0,64.0,21.5
2012-10-03,2.0,48.0,22.4
2012-10-04,0.0,50.0,23.8
2012-10-05,8.0,60.0,33.2
2012-10-06,18.0,65.0,40.2
2012-10-07,0.0,57.0,29.7
2012-10-08,0.0,47.0,22.2
2012-10-09,0.0,49.0,30.6
2012-10-10,0.0,57.0,33.8
2012-10-11,0.0,49.0,18.7
2012-10-12,0.0,49.0,32.7
2012-10-13,18.0,68.0,38.1
2012-10-14,11.0,82.0,41.1
2012-10-15,13.0,57.0,37.3
2012-10-16,0.0,56.0,33.3
2012-10-17,0.0,55.0,19.3
2012-10-18,8.0,43.0,23.0
2012-10-19,21.0,68.0,45.2
2012-10-20,21.0,69.0,46.6
2012-10-21,16.0,72.0,48.6
2012-10-22,0.0,77.0,35.7
2012-10-23,2.0,34.0,18.8
2012-10-24,0.0,61.0,27.6
2012-10-25,7.0,65.0,36.2
2012-10-26,19.0,83.0,54.6
2012-10-27,0.0,67.0,29.9
2012-10-28,0.0,57.0,27.7
2012-10-29,11.0,59.0,35.3
2012-10-30,17.0,84.0,50.8
2012-10-31,6.0,85.0,41.3
2012-11-01,9.0,59.0,32.2
2012-11-02,0.0,49.0,29.0
2012-11-03,22.0,61.0,40.5
2012-11-04,3.0,48.0,23.5
2012-11-05,8.0,55.0,30.0
2012-11-06,7.0,97.0,45.9
2012-11-07,17.0,101.0,62.0
2012-11-08,42.0,168.0,84.7
2012-11-09,8.0,130.0,68.4
2012-11-10,0.0,69.0,33.7
2012-11-11,0.0,40.0,13.3
2012-11-12,16.0,50.0,34.5
2012-11-13,10.0,46.0,26.2
2012-11-14,9.0,49.0,25.6
2012-11-15,12.0,65.0,33.7
2012-11-16,3.0,72.0,44.4
2012-11-17,0.0,71.0,26.6
2012-11-18,5.0,38.0,22.4
2012-11-19,9.0,61.0,36.3
2012-11-20,19.0,66.0,41.5
2012-11-21,25.0,96.0,57.7
2012-11-22,23.0,116.0,66.8
2012-11-23,24.0,109.0,56.5
2012-11-24,0.0,51.0,29.4
2012-11-25,13.0,64.0,37.9
2012-11-26,9.0,53.0,27.0
2012-11-27,6.0,47.0,26.3
2012-11-28,27.0,314.0,114.3
2012-11-29,11.0,46.0,30.7
2012-11-30,19.0,71.0,41.5
2012-12-01,25.0,43.0,33.8
2012-12-02,6.0,54.0,28.3
2012-12-03,11.0,112.0,43.4
2012-12-04,11.0,37.0,22.9
2012-12-05,8.0,77.0,31.2
2012-12-06,5.0,160.0,27.7
2012-12-07,20.0,52.0,34.9
2012-12-08,8.0,42.0,25.3
2012-12-09,18.0,58.0,33.6
2012-12-10,28.0,56.0,40.8
2012-12-11,27.0,80.0,57.3
2012-12-12,19.0,104.0,65.0
2012-12-13,40.0,90.0,73.1
2012-12-14,0.0,85.0,34.3
2012-12-15,0.0,35.0,15.5
2012-12-16,27.0,69.0,47.7
2012-12-17,21.0,109.0,62.3
2012-12-18,16.0,56.0,34.7
2012-12-19,24.0,54.0,37.8
2012-12-20,28.0,96.0,63.1
2012-12-21,22.0,95.0,60.0
2012-12-22,19.0,93.0,61.7
2012-12-23,3.0,39.0,24.8
2012-12-24,16.0,50.0,29.5
2012-12-25,16.0,74.0,36.9
2012-12-26,12.0,55.0,31.8
2012-12-27,21.0,72.0,46.6
2012-12-28,26.0,59.0,42.6
2012-12-29,20.0,91.0,50.5
2012-12-30,7.0,81.0,27.5
2012-12-31,13.0,42.0,26.1
2013-01-01,15.0,103.0,41.1
2013-01-02,6.0,46.0,21.5
2013-01-03,13.0,52.0,31.3
2013-01-04,19.0,59.0,40.2
2013-01-05,27.0,121.0,55.4
2013-01-06,47.0,137.0,90.0
2013-01-07,33.0,104.0,67.0
2013-01-08,38.0,89.0,62.8
2013-01-09,13.0,75.0,32.5
2013-01-10,15.0,64.0,36.8
2013-01-11,32.0,71.0,50.2
2013-01-12,44.0,198.0,108.1
2013-01-13,48.0,196.0,144.7
2013-01-14,86.0,134.0,110.5
2013-01-15,72.0,188.0,112.5
2013-01-16,20.0,123.0,87.1
2013-01-17,63.0,146.0,111.3
2013-01-18,22.0,92.0,52.0
2013-01-19,24.0,160.0,75.9
2013-01-20,46.0,162.0,103.4
2013-01-21,0.0,73.0,26.8
2013-01-22,0.0,31.0,11.4
2013-01-23,2.0,81.0,30.7
2013-01-24,2.0,155.0,61.1
2013-01-25,9.0,54.0,29.1
2013-01-26,16.0,46.0,29.6
2013-01-27,6.0,49.0,31.1
2013-01-28,26.0,74.0,48.9
2013-01-29,31.0,97.0,63.1
2013-01-30,47.0,99.0,69.8
2013-01-31,51.0,106.0,71.2
2013-02-01,0.0,85.0,31.9
2013-02-02,12.0,70.0,35.1
2013-02-03,0.0,62.0,24.8
2013-02-04,4.0,61.0,28.9
2013-02-05,15.0,72.0,49.7
2013-02-06,0.0,76.0,48.2
2013-02-07,13.0,100.0,37.7
2013-02-08,17.0,76.0,38.5
2013-02-09,13.0,61.0,44.2
2013-02-10,11.0,69.0,46.1
2013-02-11,13.0,50.0,29.5
2013-02-12,15.0,55.0,35.1
2013-02-13,23.0,71.0,48.2
2013-02-14,37.0,94.0,66.9
2013-02-15,12.0,107.0,50.8
2013-02-16,17.0,56.0,34.9
2013-02-17,15.0,63.0,40.5
2013-02-18,35.0,62.0,47.2
2013-02-19,13.0,48.0,31.7
2013-02-20,18.0,48.0,31.6
2013-02-21,13.0,49.0,34.5
2013-02-22,6.0,143.0,57.0
2013-02-23,20.0,55.0,37.8
2013-02-24,6.0,75.0,43.8
2013-02-25,21.0,60.0,42.3
2013-02-26,19.0,85.0,54.1
2013-02-27,36.0,115.0,69.6
2013-02-28,32.0,133.0,80.5
2013-03-01,21.0,125.0,53.4
2013-03-02,19.0,50.0,34.4
2013-03-03,5.0,63.0,37.2
2013-03-04,34.0,136.0,71.9
2013-03-05,47.0,143.0,86.4
2013-03-06,43.0,137.0,78.1
2013-03-07,71.0,201.0,133.8
2013-03-08,67.0,226.0,138.8
2013-03-09,99.0,207.0,147.2
2013-03-10,16.0,170.0,47.7
2013-03-11,27.0,72.0,43.7
2013-03-12,23.0,84.0,55.1
2013-03-13,0.0,52.0,23.7
2013-03-14,6.0,46.0,21.6
2013-03-15,13.0,101.0,43.6
2013-03-16,7.0,70.0,35.8
2013-03-17,2.0,83.0,45.2
2013-03-18,2.0,57.0,26.0
2013-03-19,5.0,87.0,47.6
2013-03-20,0.0,50.0,27.8
2013-03-21,27.0,72.0,42.8
2013-03-22,6.0,83.0,45.3
2013-03-23,26.0,91.0,60.3
2013-03-24,18.0,64.0,44.4
2013-03-25,31.0,54.0,44.9
2013-03-26,21.0,77.0,45.8
2013-03-27,7.0,77.0,39.3
2013-03-28,11.0,70.0,39.0
2013-03-29,26.0,73.0,43.0
2013-03-30,27.0,65.0,43.9
2013-03-31,22.0,63.0,43.6
2013-04-01,41.0,91.0,64.2
2013-04-02,1.0,83.0,33.1
2013-04-03,38.0,93.0,58.1
2013-04-04,64.0,180.0,116.4
2013-04-05,73.0,245.0,147.6
2013-04-06,0.0,150.0,55.8
2013-04-07,0.0,36.0,18.5
2013-04-08,26.0,74.0,46.1
2013-04-09,16.0,96.0,62.1
2013-04-10,11.0,42.0,29.1
2013-04-11,6.0,74.0,38.7
2013-04-12,16.0,44.0,31.6
2013-04-13,22.0,85.0,47.8
2013-04-14,26.0,115.0,63.6
2013-04-15,33.0,74.0,54.1
2013-04-16,35.0,88.0,59.4
2013-04-17,23.0,67.0,42.6
2013-04-18,25.0,84.0,56.3
2013-04-19,12.0,70.0,36.6
2013-04-20,3.0,67.0,30.9
2013-04-21,31.0,122.0,63.7
2013-04-22,17.0,125.0,65.7
2013-04-23,0.0,80.0,44.7
2013-04-24,0.0,79.0,38.4
2013-04-25,2.0,108.0,61.0
2013-04-26,0.0,89.0,45.5
2013-04-27,16.0,74.0,51.3
2013-04-28,18.0,66.0,37.0
2013-04-29,8.0,103.0,42.4
2013-04-30,32.0,93.0,57.9
2013-05-01,17.0,71.0,42.9
2013-05-02,5.0,65.0,36.4
2013-05-03,7.0,78.0,45.0
2013-05-04,27.0,103.0,63.7
2013-05-05,0.0,102.0,51.8
2013-05-06,29.0,93.0,51.6
2013-05-07,35.0,115.0,67.9
2013-05-08,20.0,119.0,58.3
2013-05-09,36.0,87.0,62.7
2013-05-10,0.0,102.0,33.0
2013-05-11,39.0,133.0,75.6
2013-05-12,84.0,153.0,106.3
2013-05-13,42.0,106.0,75.3
2013-05-14,34.0,69.0,54.2
2013-05-15,32.0,73.0,57.2
2013-05-16,4.0,34.0,20.1
2013-05-17,8.0,69.0,26.3
2013-05-18,7.0,68.0,42.0
2013-05-19,0.0,38.0,15.6
2013-05-20,17.0,77.0,42.4
2013-05-21,15.0,72.0,46.8
2013-05-22,30.0,109.0,63.9
2013-05-23,66.0,167.0,103.1
2013-05-24,48.0,156.0,95.7
2013-05-25,66.0,119.0,89.8
2013-05-26,51.0,126.0,88.3
2013-05-27,0.0,111.0,53.3
2013-05-28,1.0,40.0,14.5
2013-05-29,3.0,81.0,35.4
2013-05-30,34.0,103.0,73.7
2013-05-31,36.0,90.0,64.5
2013-06-01,40.0,83.0,60.1
2013-06-02,22.0,77.0,51.9
2013-06-03,8.0,106.0,54.6
2013-06-04,11.0,74.0,37.2
2013-06-05,27.0,69.0,44.1
2013-06-06,8.0,61.0,38.2
2013-06-07,0.0,82.0,41.4
2013-06-08,27.0,97.0,55.3
2013-06-09,0.0,71.0,38.2
2013-06-10,0.0,55.0,28.3
2013-06-11,7.0,37.0,23.5
2013-06-12,0.0,32.0,12.6
2013-06-13,18.0,76.0,45.3
2013-06-14,18.0,86.0,57.4
2013-06-15,8.0,91.0,38.4
2013-06-16,0.0,71.0,28.6
2013-06-17,0.0,86.0,28.1
2013-06-18,0.0,75.0,23.6
2013-06-19,0.0,97.0,38.6
2013-06-20,0.0,93.0,49.7
2013-06-21,0.0,83.0,46.2
2013-06-22,0.0,126.0,52.8
2013-06-23,0.0,115.0,39.4
2013-06-24,0.0,98.0,51.6
2013-06-25,0.0,97.0,48.7
2013-06-26,0.0,89.0,41.4
2013-06-27,0.0,100.0,39.2
2013-06-28,0.0,99.0,38.7
2013-06-29,0.0,89.0,36.7
2013-06-30,8.0,98.0,52.5
2013-07-01,0.0,130.0,41.3
2013-07-02,8.0,35.0,20.0
2013-07-03,2.0,62.0,28.8
2013-07-04,0.0,148.0,46.8
2013-07-05,0.0,112.0,39.0
2013-07-06,0.0,182.0,58.5
2013-07-07,0.0,102.0,44.1
2013-07-08,0.0,51.0,11.3
2013-07-09,0.0,77.0,33.0
2013-07-10,0.0,177.0,38.7
2013-07-11,0.0,89.0,32.8
2013-07-12,0.0,87.0,27.7
2013-07-13,0.0,57.0,16.9
2013-07-14,0.0,51.0,17.9
2013-07-17,0.0,40.0,16.3
2013-07-18,0.0,122.0,26.1
2013-07-19,0.0,118.0,21.0
2013-07-20,0.0,74.0,18.6
2013-07-21,0.0,81.0,23.0
2013-07-22,0.0,85.0,27.1
2013-07-23,0.0,71.0,27.9
2013-07-24,0.0,80.0,35.8
2013-07-25,39.0,174.0,82.7
2013-07-26,22.0,170.0,95.5
2013-07-27,0.0,103.0,50.4
2013-07-28,0.0,116.0,37.3
2013-07-29,14.0,115.0,61.2
2013-07-30,0.0,71.0,40.4
2013-07-31,5.0,81.0,41.1
2013-08-01,0.0,100.0,35.1
2013-08-02,0.0,84.0,33.2
2013-08-03,0.0,68.0,19.6
2013-08-04,6.0,100.0,40.2
2013-08-05,0.0,97.0,37.5
2013-08-06,0.0,81.0,33.1
2013-08-07,0.0,98.0,39.5
2013-08-08,0.0,100.0,52.0
2013-08-09,28.0,126.0,78.6
2013-08-10,24.0,122.0,74.4
2013-08-11,8.0,102.0,48.7
2013-08-12,0.0,74.0,32.4
2013-08-13,0.0,47.0,18.0
2013-08-14,0.0,64.0,16.7
2013-08-15,0.0,62.0,18.5
2013-08-16,0.0,104.0,18.1
2013-08-17,0.0,98.0,24.4
2013-08-18,0.0,161.0,39.6
2013-08-19,0.0,79.0,33.6
2013-08-20,0.0,111.0,36.3
2013-08-21,0.0,129.0,39.2
2013-08-22,0.0,101.0,49.2
2013-08-23,0.0,96.0,33.9
2013-08-24,0.0,79.0,34.4
2013-08-25,0.0,66.0,32.8
2013-08-26,0.0,79.0,30.9
2013-08-27,0.0,110.0,51.9
2013-08-28,0.0,122.0,61.1
2013-08-29,0.0,110.0,47.4
2013-08-30,0.0,171.0,31.8
2013-08-31,0.0,73.0,26.8
2013-09-01,0.0,141.0,25.9
2013-09-02,0.0,91.0,29.1
2013-09-03,0.0,63.0,22.3
2013-09-04,0.0,63.0,18.5
2013-09-05,0.0,92.0,21.3
2013-09-06,0.0,184.0,27.0
2013-09-07,0.0,102.0,20.7
2013-09-08,0.0,112.0,44.2
2013-09-09,0.0,143.0,57.6
2013-09-10,0.0,132.0,67.9
2013-09-11,0.0,96.0,30.8
2013-09-12,0.0,88.0,38.5
2013-09-13,0.0,82.0,22.1
2013-09-14,0.0,64.0,14.1
2013-09-15,0.0,67.0,24.4
2013-09-16,0.0,67.0,26.8
2013-09-17,6.0,43.0,26.0
2013-09-18,20.0,67.0,43.8
2013-09-19,18.0,70.0,43.4
2013-09-20,21.0,76.0,43.7
2013-09-21,21.0,50.0,34.2
2013-09-22,0.0,39.0,19.3
2013-09-23,1.0,62.0,28.2
2013-09-24,2.0,70.0,28.8
2013-09-25,2.0,34.0,21.1
2013-09-26,5.0,43.0,22.7
2013-09-27,14.0,61.0,35.6
2013-09-28,17.0,70.0,46.1
2013-09-29,2.0,32.0,16.3
2013-09-30,0.0,24.0,8.8
2013-10-01,5.0,54.0,23.3
2013-10-02,7.0,84.0,36.3
2013-10-03,11.0,40.0,23.7
2013-10-04,19.0,56.0,36.5
2013-10-05,0.0,50.0,25.9
2013-10-06,0.0,25.0,12.2
2013-10-07,0.0,37.0,15.6
2013-10-08,0.0,33.0,15.2
2013-10-09,0.0,47.0,18.7
2013-10-10,11.0,61.0,29.8
2013-10-11,0.0,61.0,24.7
2013-10-12,8.0,44.0,27.1
2013-10-13,24.0,51.0,37.0
2013-10-14,19.0,53.0,37.2
2013-10-15,0.0,61.0,22.3
2013-10-16,5.0,38.0,18.7
2013-10-17,16.0,49.0,28.2
2013-10-18,15.0,41.0,26.7
2013-10-19,6.0,45.0,22.2
2013-10-20,3.0,41.0,18.6
2013-10-21,0.0,37.0,13.8
2013-10-22,0.0,37.0,16.4
2013-10-23,8.0,34.0,20.3
2013-10-24,6.0,73.0,39.9
2013-10-25,25.0,74.0,45.9
2013-10-26,21.0,63.0,44.5
2013-10-27,25.0,67.0,48.6
2013-10-28,35.0,98.0,56.2
2013-10-29,23.0,112.0,61.9
2013-10-30,10.0,87.0,30.8
2013-10-31,18.0,96.0,43.8
2013-11-01,29.0,79.0,49.8
2013-11-02,9.0,120.0,44.0
2013-11-03,22.0,73.0,52.3
2013-11-04,29.0,84.0,52.4
2013-11-05,35.0,77.0,54.4
2013-11-06,13.0,102.0,58.8
2013-11-07,6.0,111.0,44.6
2013-11-08,7.0,56.0,24.6
2013-11-09,0.0,51.0,26.7
2013-11-10,0.0,31.0,17.2
2013-11-11,5.0,49.0,32.6
2013-11-12,6.0,38.0,22.8
2013-11-13,21.0,67.0,39.0
2013-11-14,26.0,65.0,47.0
2013-11-15,35.0,106.0,69.7
2013-11-16,54.0,108.0,77.0
2013-11-17,3.0,36.0,13.8
2013-11-18,5.0,41.0,18.3
2013-11-19,13.0,37.0,24.4
2013-11-20,5.0,41.0,23.9
2013-11-21,6.0,45.0,24.8
2013-11-22,22.0,107.0,61.2
2013-11-23,59.0,140.0,105.7
2013-11-24,32.0,128.0,93.3
2013-11-25,7.0,54.0,21.7
2013-11-26,8.0,54.0,29.3
2013-11-27,5.0,46.0,23.9
2013-11-28,15.0,115.0,60.1
2013-11-29,34.0,87.0,51.6
2013-11-30,33.0,69.0,48.9
2013-12-01,27.0,92.0,58.1
2013-12-02,31.0,116.0,65.9
2013-12-03,53.0,122.0,84.7
2013-12-04,71.0,208.0,116.2
2013-12-05,74.0,196.0,129.9
2013-12-06,10.0,73.0,30.5
2013-12-07,11.0,55.0,34.0
2013-12-08,27.0,67.0,43.0
2013-12-09,0.0,67.0,35.6
2013-12-10,21.0,76.0,43.0
2013-12-11,6.0,50.0,26.8
2013-12-12,11.0,47.0,30.6
2013-12-13,18.0,91.0,44.3
2013-12-14,11.0,49.0,30.9
2013-12-15,14.0,51.0,34.6
2013-12-16,37.0,84.0,54.7
2013-12-17,12.0,79.0,50.7
2013-12-18,1.0,70.0,28.5
2013-12-19,9.0,78.0,37.0
2013-12-20,61.0,130.0,95.6
2013-12-21,36.0,118.0,86.4
2013-12-22,18.0,71.0,44.9
2013-12-23,16.0,58.0,38.3
2013-12-24,46.0,114.0,68.8
2013-12-25,32.0,114.0,78.6
2013-12-26,36.0,101.0,64.8
2013-12-27,12.0,99.0,52.2
2013-12-28,0.0,37.0,20.7
2013-12-29,17.0,54.0,30.0
2013-12-30,46.0,113.0,85.9
2013-12-31,72.0,166.0,113.9
2014-01-01,85.0,188.0,125.5
2014-01-02,19.0,106.0,56.3
2014-01-03,41.0,83.0,58.7
2014-01-04,30.0,84.0,51.4
2014-01-05,21.0,71.0,44.6
2014-01-06,36.0,135.0,68.4
2014-01-07,66.0,110.0,86.3
2014-01-08,28.0,44.0,37.0
2014-01-09,6.0,28.0,19.1
2014-01-10,13.0,62.0,35.2
2014-01-11,16.0,81.0,51.7
2014-01-12,19.0,109.0,63.1
2014-01-13,18.0,48.0,33.7
2014-01-14,28.0,74.0,46.0
2014-01-15,34.0,87.0,55.9
2014-01-16,57.0,183.0,110.9
2014-01-17,45.0,194.0,120.8
2014-01-18,35.0,93.0,63.6
2014-01-19,29.0,73.0,49.6
2014-01-20,35.0,132.0,66.0
2014-01-21,69.0,158.0,114.5
2014-01-22,34.0,153.0,94.8
2014-01-23,31.0,88.0,57.3
2014-01-24,38.0,91.0,61.7
2014-01-25,25.0,92.0,49.1
2014-01-26,22.0,65.0,38.1
2014-01-27,14.0,94.0,40.8
2014-01-28,15.0,58.0,33.1
2014-01-29,23.0,60.0,40.3
2014-01-30,0.0,94.0,26.1
2014-01-31,6.0,35.0,22.7
2014-02-01,0.0,69.0,24.5
2014-02-02,1.0,40.0,20.7
2014-02-03,26.0,145.0,70.4
2014-02-04,23.0,76.0,43.6
2014-02-05,30.0,80.0,46.8
2014-02-06,24.0,76.0,45.7
2014-02-07,1.0,38.0,14.7
2014-02-08,0.0,27.0,11.4
2014-02-09,1.0,50.0,21.7
2014-02-10,2.0,64.0,23.7
2014-02-11,2.0,38.0,17.5
2014-02-12,3.0,45.0,21.7
2014-02-13,4.0,41.0,23.1
2014-02-14,6.0,37.0,18.0
2014-02-15,7.0,54.0,29.5
2014-02-16,25.0,91.0,57.7
2014-02-17,0.0,303.0,80.7
2014-02-18,9.0,38.0,23.0
2014-02-19,13.0,55.0,30.8
2014-02-20,30.0,111.0,64.7
2014-02-21,28.0,112.0,64.5
2014-02-22,71.0,131.0,96.7
2014-02-23,76.0,148.0,107.3
2014-02-24,132.0,207.0,163.7
2014-02-25,121.0,236.0,178.8
2014-02-26,69.0,176.0,131.5
2014-02-27,79.0,162.0,116.1
2014-02-28,69.0,159.0,115.1
2014-03-01,41.0,163.0,93.6
2014-03-02,4.0,96.0,35.3
2014-03-03,31.0,106.0,59.8
2014-03-04,68.0,122.0,85.9
2014-03-05,0.0,670.0,56.8
2014-03-06,0.0,55.0,35.3
2014-03-07,16.0,62.0,34.3
2014-03-08,27.0,75.0,44.7
2014-03-09,8.0,73.0,39.8
2014-03-10,20.0,66.0,42.0
2014-03-11,27.0,96.0,52.1
2014-03-12,16.0,71.0,39.8
2014-03-13,9.0,106.0,44.6
2014-03-14,29.0,100.0,62.8
2014-03-15,56.0,166.0,101.4
2014-03-16,77.0,122.0,100.3
2014-03-17,9.0,112.0,62.9
2014-03-18,7.0,308.0,140.7
2014-03-19,67.0,182.0,131.0
2014-03-20,13.0,157.0,70.7
2014-03-21,11.0,51.0,33.2
2014-03-22,42.0,90.0,60.0
2014-03-23,58.0,108.0,83.1
2014-03-24,14.0,97.0,53.9
2014-03-25,35.0,81.0,57.7
2014-03-26,38.0,90.0,67.3
2014-03-27,61.0,142.0,92.6
2014-03-28,56.0,160.0,115.0
2014-03-29,6.0,92.0,51.3
2014-03-30,17.0,78.0,39.1
2014-03-31,34.0,109.0,69.5
2014-04-01,41.0,114.0,76.9
2014-04-02,42.0,106.0,66.0
2014-04-03,0.0,79.0,57.4
2014-04-04,11.0,44.0,29.0
2014-04-05,24.0,78.0,44.6
2014-04-06,12.0,92.0,43.6
2014-04-07,31.0,101.0,69.7
2014-04-08,30.0,95.0,51.3
2014-04-09,33.0,109.0,68.5
2014-04-10,23.0,99.0,62.7
2014-04-11,40.0,94.0,69.1
2014-04-12,43.0,103.0,76.4
2014-04-13,59.0,114.0,74.7
2014-04-14,46.0,100.0,71.0
2014-04-15,37.0,132.0,79.0
2014-04-16,85.0,236.0,157.9
2014-04-17,30.0,140.0,92.7
2014-04-18,31.0,93.0,63.9
2014-04-19,18.0,97.0,46.7
2014-04-20,21.0,72.0,41.5
2014-04-21,30.0,85.0,56.3
2014-04-22,29.0,91.0,59.7
2014-04-23,31.0,171.0,91.2
2014-04-24,39.0,190.0,114.6
2014-04-25,23.0,118.0,67.3
2014-04-26,17.0,97.0,53.7
2014-04-27,9.0,56.0,26.2
2014-04-28,0.0,27.0,12.1
2014-04-29,0.0,99.0,15.8
2014-04-30,5.0,59.0,28.0
2014-05-01,37.0,71.0,55.6
2014-05-02,43.0,150.0,82.3
2014-05-03,10.0,52.0,30.2
2014-05-04,20.0,153.0,45.0
2014-05-05,16.0,62.0,41.4
2014-05-06,23.0,66.0,45.0
2014-05-07,20.0,81.0,49.2
2014-05-08,11.0,58.0,34.2
2014-05-09,28.0,78.0,47.5
2014-05-10,15.0,63.0,40.6
2014-05-11,16.0,62.0,33.5
2014-05-12,3.0,93.0,42.4
2014-05-13,73.0,113.0,94.3
2014-05-14,38.0,134.0,80.1
